Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Q-value	Score	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity not corrected 0	Reporter intensity not corrected 1	Reporter intensity not corrected 2	Reporter intensity not corrected 3	Reporter intensity not corrected 4	Reporter intensity not corrected 5	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Intensity	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Acetyl (K) site IDs	Deamidation (NQ) site IDs	Oxidation (M) site IDs	Acetyl (K) site positions	Deamidation (NQ) site positions	Oxidation (M) site positions
Q05D44	Q05D44	1	1	1	Eukaryotic translation initiation factor 5B	Eif5b	>Q05D44 Eukaryotic translation initiation factor 5B OS=Mus musculus OX=10090 GN=Eif5b PE=1 SV=2	1	1	1	1	0.6	0.6	0.6	137.61	1216	1216	2		1			0.0072607	5.6638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				642	2591	True	2831	4090	4214	4214	1649			917		
Q06318	Q06318	1	1	1	Uteroglobin	Scgb1a1	>Q06318 Uteroglobin OS=Mus musculus OX=10090 GN=Scgb1a1 PE=1 SV=1	1	1	1	1	9.4	9.4	9.4	10.519	96	96	2		2			0.0030888	6.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				643	1566	True	1699;1700	2488;2489	2568;2569	2569	1650		232	79		78
Q06890	Q06890	1	1	1	Clusterin;Clusterin beta chain;Clusterin alpha chain	Clu	>Q06890 Clusterin OS=Mus musculus OX=10090 GN=Clu PE=1 SV=1	1	1	1	1	2	2	2	51.655	448	448	3		1		1	0	6.7985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				644	1432	True	1546	2253;2254	2324;2325	2324	1651		233	122		121
Q07076	Q07076	2	2	2	Annexin A7	Anxa7	>Q07076 Annexin A7 OS=Mus musculus OX=10090 GN=Anxa7 PE=1 SV=2	1	2	2	2	2.8	2.8	2.8	49.925	463	463	3			2		0	12.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				645	15;2778	True;True	15;3041	23;4399	23;4529	23;4529	1652;1653		234	199;203		205
Q07113	Q07113	1	1	1	Cation-independent mannose-6-phosphate receptor	Igf2r	>Q07113 Cation-independent mannose-6-phosphate receptor OS=Mus musculus OX=10090 GN=Igf2r PE=1 SV=1	1	1	1	1	0.3	0.3	0.3	273.81	2483	2483	2		1			0.01	5.5118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				646	365	True	399	611	631	631	1654			2229		
Q07417	Q07417	2	2	2	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	Acads	>Q07417 Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Acads PE=1 SV=2	1	2	2	2	4.6	4.6	4.6	44.889	412	412	3.33			2	1	0	15.912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				647	529;716	True;True	574;776	836;1127;1128	865;1158;1159	865;1158	1655;1656			72;338		
Q07456	Q07456	1	1	1	Protein AMBP;Alpha-1-microglobulin;Inter-alpha-trypsin inhibitor light chain;Trypstatin	Ambp	>Q07456 Protein AMBP OS=Mus musculus OX=10090 GN=Ambp PE=1 SV=2	1	1	1	1	3.7	3.7	3.7	39.029	349	349	1	1				0.00084034	6.3318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				648	1986	True	2164	3163	3265	3265	1657			136		
Q08091	Q08091	3	3	3	Calponin-1	Cnn1	>Q08091 Calponin-1 OS=Mus musculus OX=10090 GN=Cnn1 PE=1 SV=1	1	3	3	3	8.8	8.8	8.8	33.355	297	297	1.5	3		1		0	22.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				649	138;1209;2122	True;True;True	148;1309;2304	222;1919;3350;3351	227;1981;3457;3458	227;1981;3457	1658;1659;1660			25;97;137		
Q08093	Q08093	1	1	1	Calponin-2	Cnn2	>Q08093 Calponin-2 OS=Mus musculus OX=10090 GN=Cnn2 PE=1 SV=1	1	1	1	1	3.3	3.3	3.3	33.155	305	305	3			1		0	6.7317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				650	3634	True	3978	5692	5846	5846	1661			30		
Q08288	Q08288	1	1	1	Cell growth-regulating nucleolar protein	Lyar	>Q08288 Cell growth-regulating nucleolar protein OS=Mus musculus OX=10090 GN=Lyar PE=1 SV=2	1	1	1	1	2.1	2.1	2.1	43.735	388	388	3			1		0.0066667	5.6815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				651	146	True	156	231	236	236	1662	76;193	235	113	115;116	118
Q08481	Q08481	2	2	2	Platelet endothelial cell adhesion molecule	Pecam1	>Q08481 Platelet endothelial cell adhesion molecule OS=Mus musculus OX=10090 GN=Pecam1 PE=1 SV=1	1	2	2	2	2.2	2.2	2.2	81.262	727	727	3		1		1	0	12.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				652	3372;3403	True;True	3696;3728	5316;5359	5462;5506	5462;5506	1663;1664			96;122		
Q08509	Q08509	1	1	1	Epidermal growth factor receptor kinase substrate 8	Eps8	>Q08509 Epidermal growth factor receptor kinase substrate 8 OS=Mus musculus OX=10090 GN=Eps8 PE=1 SV=2	1	1	1	1	0.9	0.9	0.9	91.736	821	821	1	1				0.0028944	5.8904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				653	2239	True	2425	3524	3634	3634	1665			92		
Q08857	Q08857	3	3	3	Platelet glycoprotein 4	Cd36	>Q08857 Platelet glycoprotein 4 OS=Mus musculus OX=10090 GN=Cd36 PE=1 SV=2	1	3	3	3	5.5	5.5	5.5	52.697	472	472	2.25	2		1	1	0	18.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				654	1833;2958;3256	True;True;True	1994;3248;3574	2922;4683;5143;5144	3018;4816;5285;5286	3018;4816;5286	1666;1667;1668		236	166;403;437		169
Q09200	Q09200	1	1	1	Beta-1,4 N-acetylgalactosaminyltransferase 1	B4galnt1	>Q09200 Beta-1,4 N-acetylgalactosaminyltransferase 1 OS=Mus musculus OX=10090 GN=B4galnt1 PE=1 SV=1	1	1	1	1	2.6	2.6	2.6	59.211	533	533	1	1				0	6.3463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				655	3719	True	4075	5822	5979	5979	1669			517		
Q14AX6	Q14AX6	1	1	1	Cyclin-dependent kinase 12	Cdk12	>Q14AX6 Cyclin-dependent kinase 12 OS=Mus musculus OX=10090 GN=Cdk12 PE=1 SV=2	1	1	1	1	0.5	0.5	0.5	163.68	1484	1484	3			1		0.010013	5.5138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				656	1408	True	1521	2214	2285	2285	1670			490		
Q14DH7	Q14DH7	1	1	1	Acyl-CoA synthetase short-chain family member 3, mitochondrial	Acss3	>Q14DH7 Acyl-CoA synthetase short-chain family member 3, mitochondrial OS=Mus musculus OX=10090 GN=Acss3 PE=1 SV=2	1	1	1	1	1	1	1	74.517	682	682	4				2	0.0035817	5.8671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				657	1469	True	1588	2318;2319	2393;2394	2394	1671			210		
Q14DN9	Q14DN9	1	1	1	Ankyrin repeat and death domain-containing protein 1B	Ankdd1b	>Q14DN9 Ankyrin repeat and death domain-containing protein 1B OS=Mus musculus OX=10090 GN=Ankdd1b PE=2 SV=3	1	1	1	1	2.1	2.1	2.1	58.456	521	521	2		3			0.0016207	6.2177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				658	2703	True	2952;2953	4257;4258;4259	4383;4384;4385	4385	1672	194		361	359	
Q2KN98	Q2KN98	1	1	1	Cytospin-A	Specc1l	>Q2KN98 Cytospin-A OS=Mus musculus OX=10090 GN=Specc1l PE=1 SV=1	1	1	1	1	0.9	0.9	0.9	124.49	1118	1118	4				1	0.0029674	5.9495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				659	2308	True	2496	3613	3724	3724	1673		237	726		729
Q9WV60;Q2NL51	Q9WV60;Q2NL51	1;1	1;1	1;1	Glycogen synthase kinase-3 beta;Glycogen synthase kinase-3 alpha	Gsk3b;Gsk3a	>Q9WV60 Glycogen synthase kinase-3 beta OS=Mus musculus OX=10090 GN=Gsk3b PE=1 SV=2;>Q2NL51 Glycogen synthase kinase-3 alpha OS=Mus musculus OX=10090 GN=Gsk3a PE=1 SV=2	2	1	1	1	2.1	2.1	2.1	46.71	420	420;490	4				1	0	6.7538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				660	1850	True	2012	2947	3044	3044	1674			103		
Q2VPQ9	Q2VPQ9	3	3	3	Chromatin modification-related protein MEAF6	Meaf6	>Q2VPQ9 Chromatin modification-related protein MEAF6 OS=Mus musculus OX=10090 GN=Meaf6 PE=1 SV=1	1	3	3	3	7.9	7.9	7.9	21.649	191	191	2.71	2	1	1	3	0	53.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				661	3706;3707;3708	True;True;True	4056;4057;4058;4059;4060	5795;5796;5797;5798;5799;5800;5801	5951;5952;5953;5954;5955;5956;5957;5958	5955;5957;5958	1675;1676	77;78		69;74	70;72	
Q32M00	Q32M00	2	2	2	cAMP-responsive element-binding protein-like 2	Crebl2	>Q32M00 cAMP-responsive element-binding protein-like 2 OS=Mus musculus OX=10090 GN=Crebl2 PE=1 SV=1	1	2	2	2	17.1	17.1	17.1	14.002	123	123	3.33			2	1	0	16.232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				662	111;3584	True;True	120;3927	178;5622;5623	183;5776;5777	183;5777	1677;1678	79		10;112	116	
Q32MD9	Q32MD9	1	1	1	Cell adhesion molecule-related/down-regulated by oncogenes	Cdon	>Q32MD9 Cell adhesion molecule-related/down-regulated by oncogenes OS=Mus musculus OX=10090 GN=Cdon PE=1 SV=2	1	1	1	1	0.6	0.6	0.6	135.42	1250	1250	1	1				1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			663	2471	True	2703	3920	4042	4042		80;81			1104;1107	
Q3TBD2	Q3TBD2	1	1	1	Minor histocompatibility protein HA-1	Hmha1	>Q3TBD2 Rho GTPase-activating protein 45 OS=Mus musculus OX=10090 GN=Arhgap45 PE=1 SV=2	1	1	1	1	1.2	1.2	1.2	122.9	1116	1116	1	1				0	8.9463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				664	96	True	104	156	161	161	1679			199		
Q3TC72	Q3TC72	1	1	1	Fumarylacetoacetate hydrolase domain-containing protein 2A	Fahd2	>Q3TC72 Fumarylacetoacetate hydrolase domain-containing protein 2A OS=Mus musculus OX=10090 GN=Fahd2 PE=1 SV=1	1	1	1	1	4.5	4.5	4.5	34.69	313	313	2		1			0	9.6341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				665	561	True	611	889	919	919	1680			233		
Q3TCX3	Q3TCX3	1	1	1	UPF0469 protein KIAA0907	Kiaa0907	>Q3TCX3 KH homology domain-containing protein 4 OS=Mus musculus OX=10090 GN=Khdc4 PE=1 SV=1	1	1	1	1	2.6	2.6	2.6	64.562	612	612	4				1	0.0084416	5.6197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				666	2496	True	2729	3955	4077	4077	1681	82		551	537	
Q3TDQ1	Q3TDQ1	1	1	1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	Stt3b	>Q3TDQ1 Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Mus musculus OX=10090 GN=Stt3b PE=1 SV=2	1	1	1	1	1	1	1	93.245	823	823	2		1			0.0031032	6.0635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				667	861	True	934	1345	1379	1379	1682			781		
Q3TEA8	Q3TEA8	3	3	3	Heterochromatin protein 1-binding protein 3	Hp1bp3	>Q3TEA8 Heterochromatin protein 1-binding protein 3 OS=Mus musculus OX=10090 GN=Hp1bp3 PE=1 SV=1	1	3	3	3	6.9	6.9	6.9	60.866	554	554	3	1		1	2	0	21.041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				668	1039;3018;3099	True;True;True	1123;3313;3403	1631;4767;4906;4907	1670;4905;5045;5046	1670;4905;5045	1683;1684;1685			111;365;469		
Q3TFD2	Q3TFD2	3	3	3	Lysophosphatidylcholine acyltransferase 1	Lpcat1	>Q3TFD2 Lysophosphatidylcholine acyltransferase 1 OS=Mus musculus OX=10090 GN=Lpcat1 PE=1 SV=1	1	3	3	3	5.2	5.2	5.2	59.743	534	534	2	1	1	1		0	22.638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				669	499;1182;3290	True;True;True	542;1280;3608	795;1878;5192	823;1940;5334	823;1940;5334	1686;1687;1688			191;344;354		
Q3TGF2	Q3TGF2	1	1	1	Protein FAM107B	Fam107b	>Q3TGF2 Protein FAM107B OS=Mus musculus OX=10090 GN=Fam107b PE=1 SV=2	1	1	1	1	9.2	9.2	9.2	15.572	131	131	4				1	0	7.5519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				670	1173	True	1269	1842	1897	1897	1689			50		
Q9CQ19;Q3THE2	Q9CQ19;Q3THE2	2;2	2;2	2;2	Myosin regulatory light polypeptide 9;Myosin regulatory light chain 12B	Myl9;Myl12b	>Q9CQ19 Myosin regulatory light polypeptide 9 OS=Mus musculus OX=10090 GN=Myl9 PE=1 SV=3;>Q3THE2 Myosin regulatory light chain 12B OS=Mus musculus OX=10090 GN=Myl12b PE=1 SV=2	2	2	2	2	8.1	8.1	8.1	19.854	172	172;172	2.5	2			2	0	12.523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				671	627;1551	True;True	681;1681	989;990;2460;2461	1019;1020;2539;2540	1020;2539	1690;1691			150;164		
Q3THK3	Q3THK3	1	1	1	General transcription factor IIF subunit 1	Gtf2f1	>Q3THK3 General transcription factor IIF subunit 1 OS=Mus musculus OX=10090 GN=Gtf2f1 PE=1 SV=2	1	1	1	1	2	2	2	57.241	508	508	3			1		0	8.964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				672	3	True	3	3	3	3	1692			407		
Q3THS6	Q3THS6	1	1	1	S-adenosylmethionine synthase isoform type-2	Mat2a	>Q3THS6 S-adenosylmethionine synthase isoform type-2 OS=Mus musculus OX=10090 GN=Mat2a PE=1 SV=2	1	1	1	1	3.3	3.3	3.3	43.688	395	395	3			1		0	9.058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				673	611	True	663	968	998	998	1693			88		
Q3TKT4	Q3TKT4	3	3	2	Transcription activator BRG1	Smarca4	>Q3TKT4 Transcription activator BRG1 OS=Mus musculus OX=10090 GN=Smarca4 PE=1 SV=1	1	3	3	2	1.4	1.4	1	181.43	1613	1613	1.33	2	1			0	17.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				674	482;1616;3502	True;True;True	524;1756;3836	771;2569;5497	798;2652;5647	798;2652;5647	1694;1695	195	238	455;867	1012	1011
Q3TKY6	Q3TKY6	1	1	1	Peptidyl-prolyl cis-trans isomerase CWC27 homolog	Cwc27	>Q3TKY6 Spliceosome-associated protein CWC27 homolog OS=Mus musculus OX=10090 GN=Cwc27 PE=1 SV=1	1	1	1	1	2.1	2.1	2.1	53.542	469	469	3			1		0.0016129	6.2037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				675	2481	True	2713	3934	4056	4056	1696			192		
Q3TL44	Q3TL44	2	2	2	NLR family member X1	Nlrx1	>Q3TL44 NLR family member X1 OS=Mus musculus OX=10090 GN=Nlrx1 PE=1 SV=1	1	2	2	2	2.1	2.1	2.1	107.83	975	975	3		1		1	0	14.836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				676	1391;2544	True;True	1501;2782	2182;4028	2253;4152	2253;4152	1697;1698			659;934		
Q3TLH4	Q3TLH4	1	1	1	Protein PRRC2C	Prrc2c	>Q3TLH4 Protein PRRC2C OS=Mus musculus OX=10090 GN=Prrc2c PE=1 SV=3	1	1	1	1	0.3	0.3	0.3	310.89	2846	2846	2		1			0	6.3917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				677	1150	True	1242	1803	1857	1857	1699			29		
Q3TMH2	Q3TMH2	1	1	1	Secernin-3	Scrn3	>Q3TMH2 Secernin-3 OS=Mus musculus OX=10090 GN=Scrn3 PE=1 SV=1	1	1	1	1	2.4	2.4	2.4	47.661	418	418	2		2			0	9.1525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				678	3628	True	3972	5684;5685	5838;5839	5839	1700			243		
Q3TMX7	Q3TMX7	1	1	1	Sulfhydryl oxidase 2	Qsox2	>Q3TMX7 Sulfhydryl oxidase 2 OS=Mus musculus OX=10090 GN=Qsox2 PE=1 SV=1	1	1	1	1	1.2	1.2	1.2	77.774	692	692	1	1				1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			679	1812	True	1973	2893	2989	2989	1701			501		
Q3TPX4	Q3TPX4	1	1	1	Exocyst complex component 5	Exoc5	>Q3TPX4 Exocyst complex component 5 OS=Mus musculus OX=10090 GN=Exoc5 PE=1 SV=2	1	1	1	1	1.3	1.3	1.3	81.737	708	708	3			1		0.0066181	5.6646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				680	3748	True	4106	5859	6016	6016	1702			372		
Q3TSG4	Q3TSG4	1	1	1	RNA demethylase ALKBH5	Alkbh5	>Q3TSG4 RNA demethylase ALKBH5 OS=Mus musculus OX=10090 GN=Alkbh5 PE=1 SV=2	1	1	1	1	1.8	1.8	1.8	44.41	395	395	4				1	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			681	967	True	1049	1518	1556	1556	1703			236		
Q3TXS7	Q3TXS7	1	1	1	26S proteasome non-ATPase regulatory subunit 1	Psmd1	>Q3TXS7 26S proteasome non-ATPase regulatory subunit 1 OS=Mus musculus OX=10090 GN=Psmd1 PE=1 SV=1	1	1	1	1	1.3	1.3	1.3	105.73	953	953	2.33	1		2		0	7.7913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				682	3426	True	3752;3753	5386;5387;5388	5533;5534;5535	5535	1704		239	720		725
Q3TYS2	Q3TYS2	1	1	1	Uncharacterized protein C17orf62 homolog		>Q3TYS2 Cytochrome b-245 chaperone 1 OS=Mus musculus OX=10090 GN=Cybc1 PE=1 SV=2	1	1	1	1	4.3	4.3	4.3	20.921	187	187	2		1			0.0016287	6.2267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				683	2604	True	2846	4112	4237	4237	1705			77		
Q3TZZ7	Q3TZZ7	3	3	3	Extended synaptotagmin-2	Esyt2	>Q3TZZ7 Extended synaptotagmin-2 OS=Mus musculus OX=10090 GN=Esyt2 PE=1 SV=1	1	3	3	3	3.1	3.1	3.1	94.138	845	845	1	3				0	18.661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				684	1145;2559;3615	True;True;True	1237;2797;3959	1795;4045;5665	1848;4169;5819	1848;4169;5819	1706;1707;1708			185;335;476		
Q3U0V1	Q3U0V1	1	1	1	Far upstream element-binding protein 2	Khsrp	>Q3U0V1 Far upstream element-binding protein 2 OS=Mus musculus OX=10090 GN=Khsrp PE=1 SV=2	1	1	1	1	1.6	1.6	1.6	76.775	748	748	2		1			0	7.1748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				685	2746	True	3002	4349	4479	4479	1709			122		
Q3U186	Q3U186	1	1	1	Probable arginine--tRNA ligase, mitochondrial	Rars2	>Q3U186 Probable arginine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Rars2 PE=1 SV=1	1	1	1	1	1.4	1.4	1.4	65.335	578	578	4				1	0	6.9242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				686	2194	True	2378	3462	3571	3571	1710			557		
Q3U319	Q3U319	1	1	1	E3 ubiquitin-protein ligase BRE1B	Rnf40	>Q3U319 E3 ubiquitin-protein ligase BRE1B OS=Mus musculus OX=10090 GN=Rnf40 PE=1 SV=2	1	1	1	1	1.3	1.3	1.3	113.97	1001	1001	4				2	0	9.3002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				687	16	True	16	24;25	24;25	25	1711			20		
Q3U5Q7	Q3U5Q7	2	2	2	UMP-CMP kinase 2, mitochondrial	Cmpk2	>Q3U5Q7 UMP-CMP kinase 2, mitochondrial OS=Mus musculus OX=10090 GN=Cmpk2 PE=1 SV=2	1	2	2	2	4.5	4.5	4.5	50.036	447	447	2.5		1	1		0	15.789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				688	1836;2742	True;True	1997;2998	2925;4316	3021;4442	3021;4442	1712;1713			293;409		
Q3U7R1	Q3U7R1	4	4	4	Extended synaptotagmin-1	Esyt1	>Q3U7R1 Extended synaptotagmin-1 OS=Mus musculus OX=10090 GN=Esyt1 PE=1 SV=2	1	4	4	4	3.4	3.4	3.4	121.55	1092	1092	2.17	3	1		2	0	26.598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				689	248;1146;1267;2877	True;True;True;True	268;1238;1371;3156	411;412;1796;1991;4550;4551	425;426;1849;2054;4680;4681	425;1849;2054;4680	1714;1715;1716;1717			483;660;666;804		
Q3U9G9	Q3U9G9	3	3	3	Lamin-B receptor	Lbr	>Q3U9G9 Lamin-B receptor OS=Mus musculus OX=10090 GN=Lbr PE=1 SV=2	1	3	3	3	4.5	4.5	4.5	71.439	626	626	3			3		0	18.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				690	835;1742;1969	True;True;True	906;1894;2145	1310;2766;3140	1344;2859;3242	1344;2859;3242	1718;1719;1720			5;55;64		
Q3UBX0	Q3UBX0	1	1	1	Transmembrane protein 109	Tmem109	>Q3UBX0 Transmembrane protein 109 OS=Mus musculus OX=10090 GN=Tmem109 PE=1 SV=2	1	1	1	1	4.5	4.5	4.5	26.306	243	243	1.5	2	2			0	31.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				691	3039	True	3336	4801;4802;4803;4804	4939;4940;4941;4942	4942	1721			215		
Q3UFD7	Q3UFD7	1	1	1	Free fatty acid receptor 3	Ffar3	>Q3UFD7 Free fatty acid receptor 3 OS=Mus musculus OX=10090 GN=Ffar3 PE=1 SV=1	1	1	1	1	2.2	2.2	2.2	36.501	319	319	3			1		0.0083494	5.5918	1943.3	1954.2	2173.7	2243.9	2396	2452.9	1943.3	1954.2	2173.7	2243.9	2396	2452.9	1	1	1	1	1	1	5817400	1				692	1008	True	1090	1579	1618	1618						
Q3UGR5	Q3UGR5	1	1	1	Haloacid dehalogenase-like hydrolase domain-containing protein 2	Hdhd2	>Q3UGR5 Haloacid dehalogenase-like hydrolase domain-containing protein 2 OS=Mus musculus OX=10090 GN=Hdhd2 PE=1 SV=2	1	1	1	1	3.1	3.1	3.1	28.73	259	259	3			2		0	7.0397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				693	3674	True	4022	5749;5750	5903;5904	5904	1722			229		
Q3UH68	Q3UH68	2	2	2	LIM and calponin homology domains-containing protein 1	Limch1	>Q3UH68 LIM and calponin homology domains-containing protein 1 OS=Mus musculus OX=10090 GN=Limch1 PE=1 SV=2	1	2	2	2	2.6	2.6	2.6	118.19	1057	1057	2.6		2	3		0	18.335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				694	786;2587	True;True	849;2826	1228;1229;1230;1231;4083	1261;1262;1263;1264;1265;4207	1262;4207	1723;1724			431;957		
Q3UHX2	Q3UHX2	3	3	3	28 kDa heat- and acid-stable phosphoprotein	Pdap1	>Q3UHX2 28 kDa heat- and acid-stable phosphoprotein OS=Mus musculus OX=10090 GN=Pdap1 PE=1 SV=1	1	3	3	3	12.2	12.2	12.2	20.605	181	181	2.25	2		1	1	0	26.961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				695	142;409;2409	True;True;True	152;450;2613	226;227;677;3787	231;232;699;3907	232;699;3907	1725;1726		240	132;172		127
Q3UIJ9	Q3UIJ9	1	1	1	Myocardial zonula adherens protein	Myzap	>Q3UIJ9 Myocardial zonula adherens protein OS=Mus musculus OX=10090 GN=Myzap PE=1 SV=1	1	1	1	1	2.6	2.6	2.6	53.896	466	466	3			4		0	13.853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				696	1384	True	1493;1494	2169;2170;2171;2172	2240;2241;2242;2243	2242	1727		241	365		359
Q3UMB9	Q3UMB9	1	1	1	WASH complex subunit 7	Kiaa1033	>Q3UMB9 WASH complex subunit 4 OS=Mus musculus OX=10090 GN=Washc4 PE=1 SV=2	1	1	1	1	1.1	1.1	1.1	136.37	1173	1173	2		1			0	6.3636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				697	3270	True	3588	5163	5305	5305	1728			813		
Q3UMR5	Q3UMR5	1	1	1	Calcium uniporter protein, mitochondrial	Mcu	>Q3UMR5 Calcium uniporter protein, mitochondrial OS=Mus musculus OX=10090 GN=Mcu PE=1 SV=2	1	1	1	1	3.4	3.4	3.4	39.681	350	350	1	3				0	7.6791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				698	389	True	426;427	644;645;646	664;665;666;667;668	666	1729		242	331		328
Q3UMU9	Q3UMU9	1	1	1	Hepatoma-derived growth factor-related protein 2	Hdgfrp2	>Q3UMU9 Hepatoma-derived growth factor-related protein 2 OS=Mus musculus OX=10090 GN=Hdgfl2 PE=1 SV=1	1	1	1	1	1.2	1.2	1.2	74.29	669	669	1	1				0	7.2885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				699	1245	True	1347	1962	2024	2024	1730			435		
Q3UMY5	Q3UMY5	1	1	1	Echinoderm microtubule-associated protein-like 4	Eml4	>Q3UMY5 Echinoderm microtubule-associated protein-like 4 OS=Mus musculus OX=10090 GN=Eml4 PE=1 SV=1	1	1	1	1	0.9	0.9	0.9	110.03	988	988	1.5	1	1			0	6.5627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				700	3031	True	3327	4788;4789	4926;4927	4927	1731			170		
